//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile agressivenessType
1857 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Loar Shadow - 40
1858 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Loar Shade - 40
1874 - 60 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Phrin Shadow - 60
1885 - 500 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Phrin Shade - 60
1904 - 600 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE
//Riyl Shadow - 80
1905 - 600 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE
//Riyl Shade - 80
1906 - 750 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Asyn Shadow - 100
1913 - 1300 -1 -1 -1 4 1 60 240 MELEE -1 -1 AGRESSIVE
//Asyn Shade - 100
1914 - 2000 -1 -1 -1 4 1 60 190 MELEE -1 -1 AGRESSIVE
//Fiyr Shadow - 120
1915 - 2000 -1 -1 -1 4 1 60 190 MELEE -1 -1 AGRESSIVE
//Fiyr Shade - 120
1926 - 1000 810 -1 -1 5 5 60 0 MELEE -1 -1 PASSIVE
//Saradomin wizard - 108
1936 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//crawling hand
1938 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Rock Crab - 13
1940 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Rock Crab - 13
1941 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//The Draugen - 69
1951 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Freidir - 48
1952 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Borrokar - 48
1953 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Lanzig - 48
1954 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Fox - 57
1955 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Bunny - 2
1956 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Bunny - 2
1976 - 580 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE
//Bear Cub - 15
1977 - 1300 -1 -1 -1 4 1 60 360 MELEE -1 -1 AGRESSIVE
//Bear Cub - 15
1991 - 800 -1 -1 -1 4 1 60 90 MAGE -1 -1 AGRESSIVE
//Unicorn Foal - 12
1993 - 630 -1 -1 -1 6 1 60 60 MELEE -1 -1 AGRESSIVE
//Black unicorn Foal - 22
1994 - 270 -1 -1 -1 4 1 60 80 MELEE -1 -1 AGRESSIVE
//Fenris wolf - 64
1995 - 270 -1 -1 -1 5 1 60 30 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
1997 - 100 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
2001 - 250 -1 -1 -1 2 1 60 20 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
2015 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
2016 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
2017 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
2018 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Skraeling - 2
2019 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Skraeling - 2
2025 - 1050 14223 2079 7197 4 3 5 200 MAGE 2741 2735 PASSIVE
//Alrik - 2
2026 - 1000 2067 2063 7197 3 3 5 300 MELEE -1 -1 PASSIVE
//Rannveig - 2
2027 - 1000 2080 2063 7197 4 3 5 240 MELEE -1 -1 PASSIVE
//Valgerd - 2
2028 - 1000 2075 424 7197 6 3 5 207 RANGE -1 27 PASSIVE
//Skraeling - 2
2029 - 1000 2068 2063 7197 3 1 10 230 MELEE -1 -1 PASSIVE
//Broddi - 2
2030 - 1000 2067 2063 7197 4 3 10 240 MELEE -1 -1 PASSIVE
//Skraeling - 2
2031 - 440 -1 -1 -1 7 1 60 70 MELEE -1 -1 AGRESSIVE
//Ragnvald - 2
2032 - 350 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Chicken - 1
2033 - 700 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Chicken - 1
2034 - 600 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Rooster - 2
2035 - 800 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Rabbit - 2
2044 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Duke - 149
2045 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Oipuis - 149
2046 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Uyoro - 149
2047 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Ouhai - 149
2048 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Uodai - 149
2049 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Padulah - 149
2050 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Monkey Archer - 86
2051 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Monkey Archer - 86
2052 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Monkey Archer - 86
2053 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Monkey Guard - 167
2054 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Monkey Guard - 167
2055 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Monkey Zombie - 129
2056 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Monkey Zombie - 82
2057 - 710 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Jungle demon - 195
2060 - 1030 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Spider - 1
2073 - 270 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Jungle spider - 37
2074 - 260 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Possessed pickaxe - 50
2091 - 100 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Skeletal miner - 42
2134 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE
//Treus Dayth - 95
2135 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE
//Ghost - 29
2136 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE
//Arrg - 171
2236 - 230 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Ice wolf - 96
2245 - 220 -1 -1 -1 6 1 60 33 MELEE -1 -1 PASSIVE
//Ice Troll - 124
2246 - 220 -1 -1 -1 6 1 60 33 MELEE -1 -1 PASSIVE
//Ice Troll - 120
2247 - 30 -1 -1 -1 4 1 60 10 RANGE -1 -1 PASSIVE
//Ice Troll - 120
2248 - 30 -1 -1 -1 4 1 60 10 RANGE -1 -1 PASSIVE
//Ice Troll - 120
2256 - 660 -1 -1 -1 5 1 60 89 MELEE -1 -1 PASSIVE
//Skeleton Hellhound - 97
2263 - 100 -1 -1 -1 3 1 60 21 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
2264 - 500 -1 -1 -1 5 1 60 111 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
2265 - 950 -1 -1 -1 6 1 60 131 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
2274 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Fire giant - 86
2275 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Fire giant - 86
2276 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Moss giant - 42
2277 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Moss giant - 42
2278 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Baby red dragon - 48
2279 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Bronze dragon - 131
2280 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Iron dragon - 189
2281 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Steel dragon - 246
2285 - 210 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Wild dog - 63
2310 - 69 -1 -1 -1 4 1 60 11 MELEE -1 -1 PASSIVE
//Wild dog - 63
2313 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Cave crawler - 23
2314 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Cave crawler - 23
2315 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Cave crawler - 23
2355 - 4760 7834 7832 7833 4 4 0 152 MAGE -1 -1 PASSIVE
//Cave crawler - 23
2452 - 2400 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Aberrant spectre - 96
2454 - 350 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Aberrant spectre - 96
2457 - 1300 -1 -1 -1 6 1 60 300 MAGE -1 -1 AGRESSIVE
//Bush snake - 35
2489 - 250 -1 -1 -1 4 1 60 38 MELEE -1 -1 AGRESSIVE
//Bush snake - 35
2490 - 250 -1 -1 -1 4 1 60 38 MELEE -1 -1 AGRESSIVE
//Jungle spider - 44
2491 - 500 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Jungle spider - 44
2492 - 500 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Broodoo victim - 60
2499 - 1000 -1 -1 -1 4 1 60 60 MAGE -1 -1 AGRESSIVE
//Broodoo victim - 60
2501 - 1000 -1 -1 -1 4 1 60 60 MAGE -1 -1 AGRESSIVE
//Broodoo victim - 60
2503 - 1000 -1 -1 -1 4 1 60 60 MAGE -1 -1 AGRESSIVE
//Chaos druid - 13
2547 - 200 422 425 836 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Dagannoth - 90
2455 - 700 -1 -1 -1 4 1 60 110 RANGE -1 -1 AGRESSIVE
//Dagannoth - 88
2456 - 690 -1 -1 -1 4 1 60 100 RANGE -1 -1 AGRESSIVE
//Market Guard - 20
2571 - 230 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
2591 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
2592 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
2594 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
2595 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
2596 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
2597 - 1000 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//TzHaar-Hur - 74
2600 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE
//TzHaar-Hur - 74
2601 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE
//TzHaar-Hur - 74
2602 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE
//TzHaar-Hur - 74
2603 - 800 -1 -1 -1 4 1 60 94 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
2605 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
2606 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
2607 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
2608 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
2609 - 1200 -1 -1 -1 5 1 60 138 MELEE -1 -1 PASSIVE
//TzHaar-Ket - 149
2611 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE
//TzHaar-Ket - 149
2614 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE
//TzHaar-Ket - 149
2615 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE
//TzHaar-Ket - 149
2616 - 1400 -1 -1 -1 5 1 60 154 MELEE -1 -1 PASSIVE
//Tz-Kih - 22
2627 - 100 16089 16088 16109 7 1 60 40 MELEE -1 -1 AGRESSIVE
//Tz-Kih - 22
2628 - 100 -1 -1 -1 7 1 60 40 MELEE -1 -1 AGRESSIVE
//Tz-Kek - 45
2629 - 200 -1 -1 -1 5 1 60 75 MELEE -1 -1 AGRESSIVE
//Tz-Kek - 45
2630 - 200 16163 16165 16164 5 1 60 75 MELEE -1 -1 AGRESSIVE
//Jelly - 78
2674 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Jelly - 78
2677 - 130 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Jelly - 78
2678 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Infernal Mage - 66
2679 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Infernal Mage - 66
2680 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Infernal Mage - 66
2681 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Infernal Mage - 66
2682 - 20 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Infernal Mage - 66
2683 - 70 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Moss giant - 84
2693 - 30 -1 -1 -1 4 1 60 8 MELEE -1 -1 PASSIVE
//Undead cow - 2
2695 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Undead chicken - 1
2696 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Tortured soul - 59
2697 - 80 -1 -1 -1 4 1 60 14 MELEE -1 -1 AGRESSIVE
//H.A.M. Guard - 12
2698 - 420 -1 -1 -1 6 1 60 47 MELEE -1 -1 AGRESSIVE
//H.A.M. Guard - 18
2699 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//H.A.M. Guard - 22
2700 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Terrorbird - 28
2701 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Mounted terrorbird gnome - 31
2702 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Farmer - 7
2703 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Farmer - 7
2709 - 250 -1 -1 -1 4 1 60 60 MAGE -1 -1 PASSIVE
//Farmer - 7
2710 - 250 -1 -1 -1 4 1 60 40 MAGE -1 -1 PASSIVE
//Cow - 2
2711 - 250 -1 -1 -1 4 1 60 60 MAGE -1 -1 PASSIVE
//Goblin - 2
2712 - 250 -1 -1 -1 4 1 60 20 MAGE -1 -1 PASSIVE
//Goblin - 2
2734 - 100 16089 16088 16109 7 2 60 40 MELEE -1 -1 AGRESSIVE
//Goblin - 2
2735 - 100 16089 16088 16109 7 2 60 40 MELEE -1 -1 AGRESSIVE
//Goblin - 2
2736 - 200 16163 16165 16164 5 2 60 75 MELEE -1 -1 AGRESSIVE
//Goblin - 2
2737 - 200 16163 16165 16164 5 2 60 75 MELEE -1 -1 AGRESSIVE
//Goblin - 2
2738 - 100 16167 16169 16168 5 2 60 75 MELEE -1 -1 AGRESSIVE
//Goblin - 2
2739 - 400 16131 16130 16110 5 3 60 170 SPECIAL -1 -1 AGRESSIVE
//Goblin - 2
2740 - 400 16131 16130 16110 5 3 60 170 SPECIAL -1 -1 AGRESSIVE
//Dwarf gang member - 44
2741 - 800 16102 16101 16103 4 4 60 280 MELEE -1 -1 AGRESSIVE
//Dwarf gang member - 48
2742 - 800 9252 9253 9254 4 4 60 280 MELEE -1 -1 AGRESSIVE
//Dwarf gang member - 49
2743 - 1600 16134 16135 16111 4 3 60 540 SPECIAL -1 -1 AGRESSIVE
//Slagilith - 92
2744 - 1600 16134 16135 16111 4 3 60 540 SPECIAL -1 -1 AGRESSIVE
//The Kendal - 70
2745 - 2500 16204 16201 16188 7 6 1 998 SPECIAL -1 -1 AGRESSIVE
//The Kendal - 70
2746 - 600 16087 16086 -1 4 6 60 140 MELEE -1 -1 PASSIVE
//Camp dweller - 31
2782 - 150 -1 -1 -1 5 1 60 130 MELEE -1 -1 AGRESSIVE
//Camp dweller - 31
2783 - 2200 -1 -1 -1 5 1 5 300 MELEE -1 -1 AGRESSIVE
//Camp dweller - 31
2801 - 700 -1 -1 -1 7 1 60 73 MELEE -1 -1 AGRESSIVE
//Camp dweller - 31
2804 - 250 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Cave goblin - 3
2805 - 250 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Cave goblin - 3
2806 - 250 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Cave goblin - 3
2807 - 150 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Cave goblin - 3
2808 - 150 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Gargoyle - 111
2837 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Giant frog - 99
2838 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Big frog - 24
2839 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Cave slime - 23
2840 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Cave bug - 6
2841 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Arzinian Avatar of Strength - 125
2842 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Arzinian Avatar of Strength - 75
2849 - 900 -1 -1 -1 4 1 60 280 MELEE -1 -1 AGRESSIVE
//Arzinian Avatar of Ranging - 125
2850 - 400 -1 -1 -1 5 1 60 50 MELEE -1 -1 PASSIVE
//Dagannoth Supreme - 303
2881 - 2560 2855 2852 2856 7 1 60 300 RANGE -1 -1 AGRESSIVE
//Dagannoth Prime - 303
2882 - 2550 2854 2852 2856 4 1 60 610 MAGE -1 -1 AGRESSIVE
//Dagannoth Rex - 303
2883 - 2550 2853 2852 2856 4 1 60 280 MELEE -1 -1 AGRESSIVE
//Wallasalki - 98
2884 - 1300 2365 2366 2367 6 1 60 300 MAGE -1 -1 AGRESSIVE
//Giant Rock Crab - 137
2885 - 2400 1312 1313 1314 2 1 60 110 MELEE -1 -1 AGRESSIVE
//Dagannoth - 88
2887 - 690 1343 1340 1342 2 1 60 100 RANGE -1 -1 AGRESSIVE
//Dagannoth - 90
2888 - 700 1341 1340 1342 2 1 60 90 MELEE -1 -1 AGRESSIVE
//Rock lobster - 127
2889 - 1500 2859 2860 2862 3 1 60 150 MELEE -1 -1 AGRESSIVE
//Spinolyp - 76
2892 - 750 2868 2869 2866 6 1 60 100 MAGE -1 -1 AGRESSIVE
//Spinolyp - 76
2894 - 750 2868 2869 2866 6 1 60 100 MAGE -1 -1 AGRESSIVE
//Spinolyp - 76
2896 - 750 2868 2869 2866 6 1 60 100 MAGE -1 -1 AGRESSIVE
//Dessous - 139
2919 - 950 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Dessous - 139
3026 - 800 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Ice troll - 124
3042 - 220 -1 -1 -1 4 1 60 34 MELEE -1 -1 PASSIVE
//Ice troll - 120
3043 - 220 -1 -1 -1 4 1 60 34 MELEE -1 -1 PASSIVE
//Ice troll - 120
3057 - 1080 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Ice troll - 120
3058 - 700 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
3059 - 1000 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
3061 - 580 -1 -1 -1 4 1 60 100 RANGE -1 -1 AGRESSIVE
//Ice wolf - 132
3062 - 400 -1 -1 -1 5 1 60 35 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
3063 - 1200 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
3064 - 1480 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Ice wolf - 132
3065 - 580 -1 -1 -1 4 1 60 50 RANGE -1 -1 AGRESSIVE
//Shadow Hound - 63
3066 - 600 -1 -1 -1 5 1 60 70 MELEE -1 -1 AGRESSIVE
//Fareed - 167
3067 - 1230 -1 -1 -1 4 1 60 130 MELEE -1 -1 AGRESSIVE
//Mummy - 84
3090 - 350 -1 -1 -1 4 1 60 42 MELEE -1 -1 AGRESSIVE
//Mummy - 84
3153 - 250 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Mummy - 84
3187 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Mummy - 84
3188 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Mummy - 84
3189 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Torag the Corrupted - 115
3190 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Verac the Defiled - 115
3191 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Bloodworm - 52
3192 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Crypt rat - 43
3193 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Giant crypt rat - 76
3194 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Crypt spider - 56
3195 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Giant crypt spider - 79
3196 - 520 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Zogre - 44
3201 - 510 -1 -1 -1 3 1 60 64 MELEE -1 -1 PASSIVE
//Zogre - 44
3202 - 510 -1 -1 -1 3 1 60 64 MELEE -1 -1 PASSIVE
//Zogre - 44
3222 - 70 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Zogre - 44
3223 - 70 422 425 836 5 1 60 10 MELEE -1 -1 PASSIVE
//Zogre - 44
3225 - 70 422 425 836 5 1 60 10 MELEE -1 -1 PASSIVE
//Skogre - 44
3226 - 93 422 425 836 5 1 60 15 MELEE -1 -1 PASSIVE
//Zogre - 44
3228 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Zogre - 44
3229 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Zogre - 44
3230 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Zogre - 44
3231 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Zogre - 44
3232 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Skogre - 44
3233 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Skogre - 44
3237 - 70 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Slash Bash - 111
3239 - 70 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Cave goblin guard - 26
3240 - 70 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Cave goblin guard - 24
3241 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 AGRESSIVE
//Giant rat - 6
3242 - 250 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Black Guard Berserker - 66
3243 - 250 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Black Guard Berserker - 66
3244 - 240 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Black Guard Berserker - 66
3245 - 240 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Market Guard - 20
3264 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Khazard trooper - 19
3265 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Khazard trooper - 19
3266 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Gnome troop - 3
3267 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Gnome troop - 3
3309 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE
//Paladin - 62
3313 - 1020 13875 13872 13878 4 1 60 110 MELEE -1 -1 PASSIVE
//giant mole
18932 - 5000 22610 22618 22620 5 5 60 214 MELEE -1 -1 AGRESSIVE
//giant mole old
3340 - 2000 3312 3311 3310 7 1 60 214 MELEE -1 -1 PASSIVE
//Abyssal guardian - 59
3346 - 650 2776 2775 2777 4 1 60 88 MELEE -1 -1 PASSIVE
//Abyssal walker - 81
3347 - 750 2776 2775 2777 4 1 60 88 MELEE -1 -1 PASSIVE
//Goblin - 2
3348 - 530 -1 -1 -1 8 1 60 60 MELEE -1 -1 PASSIVE
//Goblin - 2
3349 - 530 -1 -1 -1 8 1 60 60 MELEE -1 -1 PASSIVE
//Goblin - 2
3350 - 530 -1 -1 -1 8 1 60 60 MELEE -1 -1 PASSIVE
//Goblin - 2
3375 - 1200 2302 2302 2301 4 2 0 50 SPECIAL2 -1 -1 AGRESSIVE
//Goblin - 2
3376 - 800 -1 -1 -1 5 1 60 81 MELEE -1 -1 AGRESSIVE
//Goblin - 2
3407 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Goblin - 2
3408 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Goblin - 2
3409 - 2500 -1 -1 -1 4 1 60 158 MELEE -1 -1 AGRESSIVE
//Sir Leye - 20
3410 - 2500 -1 -1 -1 4 1 60 158 MELEE -1 -1 AGRESSIVE
//Cow calf - 2
3411 - 2500 -1 -1 -1 4 1 60 158 MELEE -1 -1 AGRESSIVE
//Chicken - 1
3412 - 2500 -1 -1 -1 4 1 60 158 MELEE -1 -1 AGRESSIVE
//Chicken - 1
3419 - 600 -1 -1 -1 7 1 60 73 MELEE -1 -1 AGRESSIVE
//Chicken - 1
3421 - 190 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Giant Rock Crab - 137
3422 - 200 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Dagannoth spawn - 42
3423 - 200 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Wallasalki - 98
3424 - 180 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Bush snake - 35
