//Unpacked NPC drops dump - by Emperor
//When setting "isRare" to true; it will create a drop with all values set to 0.
//Format: [npcId]: itemId, rate, min-amt, max-amt, isRare
[9620]: 1635, 67.0, 1, 1, false
[9620]: 1729, 58.0, 1, 1, false
[9620]: 436, 63.0, 1, 1, false
[9620]: 438, 69.0, 2, 2, false
[9620]: 2351, 56.0, 1, 1, false
[9620]: 2349, 66.0, 1, 1, false
[9620]: 995, 99.0, 250, 250, false
[9620]: 1734, 92.0, 65, 65, false
[9620]: 313, 95.0, 80, 80, false
[9620]: 314, 91.0, 15, 15, false
[9620]: 1741, 98.0, 1, 1, false
[2037]: 526, 100.0, 1, 1, false
[2037]: 532, 100.0, 1, 1, false
[2037]: 199, 88.0, 1, 1, false
[2037]: 201, 96.0, 1, 1, false
[2037]: 203, 86.0, 1, 1, false
[2037]: 205, 87.0, 1, 1, false
[2037]: 207, 60.0, 1, 1, false
[2037]: 209, 71.0, 1, 1, false
[2037]: 211, 73.0, 1, 1, false
[2037]: 213, 55.0, 1, 1, false
[2037]: 215, 44.0, 1, 1, false
[2037]: 217, 36.0, 1, 1, false
[2037]: 2485, 48.0, 1, 1, false
[2037]: 1203, 90.0, 1, 1, false
[2037]: 1137, 91.0, 1, 1, false
[2037]: 882, 94.0, 1, 1, false
[2037]: 1420, 89.0, 1, 1, false
[2037]: 1349, 81.0, 1, 1, false
[2037]: 1199, 62.0, 1, 1, false
[2037]: 884, 70.0, 1, 12, false
[2037]: 1279, 67.0, 1, 1, false
[2037]: 1323, 36.0, 1, 1, false
[2037]: 886, 28.0, 1, 1, false
[2037]: 2366, 2.0, 1, 1, false
[2037]: 830, 8.0, 5, 5, false
[2037]: 1247, 7.0, 1, 1, false
[2037]: 556, 90.0, 1, 12, false
[2037]: 555, 95.0, 1, 2, false
[2037]: 557, 81.0, 1, 1, false
[2037]: 554, 80.0, 2, 2, false
[2037]: 558, 94.0, 1, 2, false
[2037]: 562, 71.0, 2, 3, false
[2037]: 561, 56.0, 1, 2, false
[2037]: 564, 66.0, 2, 2, false
[2037]: 563, 71.0, 2, 2, false
[2037]: 1623, 72.0, 1, 1, false
[2037]: 1621, 39.0, 1, 1, false
[2037]: 1619, 44.0, 1, 1, false
[2037]: 1617, 5.0, 1, 1, false
[2037]: 995, 90.0, 1, 1, false
[2037]: 1925, 55.0, 1, 1, false
[2037]: 1947, 62.0, 1, 1, false
[2037]: 440, 57.0, 1, 1, false
[2037]: 2349, 66.0, 1, 1, false
[2037]: 1442, 38.0, 1, 1, false
[2037]: 1452, 52.0, 1, 1, false
[2037]: 1462, 45.0, 1, 1, false
[2037]: 0, 0.0, 0, 0, true
[2037]: 987, 3.0, 1, 1, false
[2037]: 985, 7.0, 1, 1, false
[9621]: 526, 100.0, 1, 1, false
[9621]: 556, 96.0, 18, 18, false
[9621]: 558, 85.0, 40, 40, false
[9621]: 555, 76.0, 8, 8, false
[9621]: 557, 75.0, 8, 8, false
[9621]: 554, 78.0, 8, 8, false
[9621]: 1438, 99.0, 1, 1, false
[9621]: 1448, 88.0, 1, 1, false
[9621]: 1440, 62.0, 1, 1, false
[9621]: 1442, 60.0, 1, 1, false
[9621]: 1444, 39.0, 1, 1, false
[9621]: 1422, 77.0, 1, 1, false
[9621]: 841, 81.0, 1, 1, false
[9621]: 1389, 86.0, 1, 1, false
[9621]: 882, 95.0, 40, 40, false
[9621]: 1379, 95.0, 1, 1, false
[9621]: 1381, 82.0, 1, 1, false
[9621]: 556, 76.0, 1, 1, false
[9621]: 1061, 89.0, 1, 1, false
[9621]: 1129, 95.0, 1, 1, false
[9621]: 1059, 89.0, 1, 1, false
[9621]: 1167, 94.0, 1, 1, false
[9621]: 1139, 81.0, 1, 1, false
[9621]: 1103, 99.0, 1, 1, false
[9621]: 1173, 84.0, 1, 1, false
[9621]: 1673, 99.0, 1, 1, false
[9621]: 1654, 85.0, 1, 1, false
[9621]: 1718, 89.0, 1, 1, false
[9621]: 1727, 70.0, 1, 1, false
[9621]: 1635, 62.0, 1, 1, false
[9621]: 1729, 65.0, 1, 1, false
[9621]: 436, 71.0, 1, 1, false
[9621]: 438, 61.0, 2, 2, false
[9621]: 2351, 70.0, 1, 1, false
[9621]: 2349, 60.0, 1, 1, false
[9621]: 995, 90.0, 250, 250, false
[9621]: 1734, 83.0, 65, 65, false
[9621]: 313, 79.0, 80, 80, false
[9621]: 314, 99.0, 15, 15, false
[9621]: 1741, 75.0, 1, 1, false
[9622]: 526, 100.0, 1, 1, false
[9622]: 1422, 86.0, 1, 1, false
[9622]: 1103, 82.0, 1, 1, false
[9622]: 1173, 57.0, 1, 1, false
[9622]: 1167, 36.0, 1, 1, false
[9622]: 1379, 74.0, 1, 1, false
[9622]: 1389, 61.0, 1, 1, false
[9622]: 1381, 74.0, 1, 1, false
[9622]: 841, 87.0, 1, 1, false
[9622]: 1139, 77.0, 1, 1, false
[9622]: 1061, 95.0, 1, 1, false
[9622]: 1129, 43.0, 1, 1, false
[9622]: 1387, 7.0, 1, 1, false
[9622]: 556, 56.0, 1, 1, false
[9622]: 882, 64.0, 40, 40, false
[9622]: 1729, 1.0, 1, 1, false
[9622]: 1724, 5.0, 1, 1, false
[9622]: 1718, 78.0, 1, 1, false
[9622]: 1727, 38.0, 1, 1, false
[9622]: 1654, 92.0, 1, 1, false
[9622]: 1673, 76.0, 1, 1, false
[9622]: 1635, 65.0, 1, 1, false
[9622]: 554, 63.0, 8, 8, false
[9622]: 558, 29.0, 40, 40, false
[9622]: 555, 98.0, 8, 8, false
[9622]: 556, 65.0, 18, 18, false
[9622]: 557, 79.0, 8, 8, false
[9622]: 995, 75.0, 250, 250, false
[9622]: 1442, 28.0, 1, 1, false
[9622]: 1444, 57.0, 1, 1, false
[9622]: 436, 96.0, 1, 1, false
[9622]: 438, 78.0, 2, 2, false
[9622]: 2349, 80.0, 1, 1, false
[9622]: 1741, 66.0, 1, 1, false
[9622]: 1448, 72.0, 1, 1, false
[9622]: 1438, 54.0, 1, 1, false
[9622]: 314, 77.0, 15, 15, false
[9622]: 313, 92.0, 80, 80, false
[9622]: 1734, 90.0, 65, 65, false
[9622]: 2351, 55.0, 1, 1, false
[9622]: 1440, 27.0, 1, 1, false
[2044]: 4850, 100.0, 1, 1, false
[2044]: 4812, 100.0, 1, 1, false
[9628]: 526, 100.0, 1, 1, false
[2045]: 4850, 100.0, 1, 1, false
[2045]: 4812, 100.0, 1, 1, false
[9629]: 526, 100.0, 1, 1, false
[2046]: 4850, 100.0, 1, 1, false
[2046]: 4812, 100.0, 1, 1, false
[2047]: 4850, 100.0, 1, 1, false
[2047]: 4812, 100.0, 1, 1, false
[2017]: 592, 100.0, 1, 1, false
[2017]: 1333, 58.0, 1, 1, false
[2017]: 1185, 61.0, 1, 1, false
[2017]: 4675, 52.0, 1, 1, false
[2017]: 830, 9.0, 5, 5, false
[2017]: 1727, 98.0, 1, 1, false
[2017]: 11074, 76.0, 1, 1, false
[2017]: 1677, 1.0, 1, 1, false
[2017]: 1639, 71.0, 1, 1, false
[2017]: 1673, 82.0, 1, 1, false
[2017]: 1654, 89.0, 1, 1, false
[2017]: 1635, 97.0, 1, 1, false
[2017]: 2566, 1.0, 1, 1, false
[2017]: 2552, 1.0, 1, 1, false
[2017]: 2568, 73.0, 1, 1, false
[2017]: 2550, 60.0, 1, 1, false
[2017]: 1641, 61.0, 1, 1, false
[2017]: 11072, 77.0, 1, 1, false
[2017]: 1656, 97.0, 1, 1, false
[2017]: 1637, 77.0, 1, 1, false
[2017]: 995, 57.0, 1, 1, false
[2017]: 1619, 51.0, 1, 1, false
[2017]: 1617, 58.0, 1, 1, false
[2017]: 405, 57.0, 1, 1, false
[2017]: 2357, 98.0, 1, 1, false
[2017]: 444, 99.0, 1, 1, false
[2017]: 970, 90.0, 1, 1, false
[2017]: 9032, 90.0, 1, 1, false
[2017]: 1939, 90.0, 1, 1, false
[2017]: 950, 79.0, 1, 1, false
[2017]: 2007, 77.0, 10, 10, false
[2017]: 207, 64.0, 1, 1, false
[2017]: 215, 1.0, 1, 1, false
[2017]: 211, 8.0, 1, 1, false
[2017]: 209, 46.0, 1, 1, false
[2017]: 203, 42.0, 1, 1, false
[2017]: 1462, 57.0, 1, 1, false
[2017]: 987, 9.0, 1, 1, false
[2017]: 985, 3.0, 1, 1, false
[2017]: 0, 0.0, 0, 0, true
[2016]: 592, 100.0, 1, 1, false
[2016]: 1333, 72.0, 1, 1, false
[2016]: 1185, 65.0, 1, 1, false
[2016]: 4675, 44.0, 1, 1, false
[2016]: 830, 93.0, 5, 5, false
[2016]: 1727, 87.0, 1, 1, false
[2016]: 11074, 99.0, 1, 1, false
[2016]: 1677, 1.0, 1, 1, false
[2016]: 1639, 55.0, 1, 1, false
[2016]: 1673, 88.0, 1, 1, false
[2016]: 1654, 94.0, 1, 1, false
[2016]: 1635, 97.0, 1, 1, false
[2016]: 2566, 1.0, 1, 1, false
[2016]: 2552, 1.0, 1, 1, false
[2016]: 2568, 61.0, 1, 1, false
[2016]: 2550, 59.0, 1, 1, false
[2016]: 1641, 55.0, 1, 1, false
[2016]: 11072, 94.0, 1, 1, false
[2016]: 1656, 98.0, 1, 1, false
[2016]: 1637, 80.0, 1, 1, false
[2016]: 995, 72.0, 1, 1, false
[2016]: 1619, 42.0, 1, 1, false
[2016]: 1617, 68.0, 1, 1, false
[2016]: 405, 66.0, 1, 1, false
[2016]: 2357, 91.0, 1, 1, false
[2016]: 444, 76.0, 1, 1, false
[2016]: 970, 75.0, 1, 1, false
[2016]: 9032, 97.0, 1, 1, false
[2016]: 1939, 79.0, 1, 1, false
[2016]: 950, 80.0, 1, 1, false
[2016]: 2007, 96.0, 10, 10, false
[2016]: 207, 7.0, 1, 1, false
[2016]: 215, 55.0, 1, 1, false
[2016]: 211, 1.0, 1, 1, false
[2016]: 209, 44.0, 1, 1, false
[2016]: 203, 52.0, 1, 1, false
[2016]: 1462, 4.0, 1, 1, false
[2016]: 987, 6.0, 1, 1, false
[2016]: 985, 4.0, 1, 1, false
[2016]: 0, 0.0, 0, 0, true
[2019]: 592, 100.0, 1, 1, false
[2019]: 1333, 62.0, 1, 1, false
[2019]: 1185, 63.0, 1, 1, false
[2019]: 4675, 52.0, 1, 1, false
[2019]: 830, 80.0, 5, 5, false
[2019]: 1727, 76.0, 1, 1, false
[2019]: 11074, 92.0, 1, 1, false
[2019]: 1677, 1.0, 1, 1, false
[2019]: 1639, 73.0, 1, 1, false
[2019]: 1673, 75.0, 1, 1, false
[2019]: 1654, 78.0, 1, 1, false
[2019]: 1635, 78.0, 1, 1, false
[2019]: 2566, 1.0, 1, 1, false
[2019]: 2552, 1.0, 1, 1, false
[2019]: 2568, 65.0, 1, 1, false
[2019]: 2550, 72.0, 1, 1, false
[2019]: 1641, 60.0, 1, 1, false
[2019]: 11072, 82.0, 1, 1, false
[2019]: 1656, 96.0, 1, 1, false
[2019]: 1637, 96.0, 1, 1, false
[2019]: 995, 60.0, 1, 1, false
[2019]: 1619, 33.0, 1, 1, false
[2019]: 1617, 60.0, 1, 1, false
[2019]: 405, 70.0, 1, 1, false
[2019]: 2357, 96.0, 1, 1, false
[2019]: 444, 78.0, 1, 1, false
[2019]: 970, 79.0, 1, 1, false
[2019]: 9032, 82.0, 1, 1, false
[2019]: 1939, 82.0, 1, 1, false
[2019]: 950, 76.0, 1, 1, false
[2019]: 2007, 83.0, 10, 10, false
[2019]: 207, 8.0, 1, 1, false
[2019]: 215, 9.0, 1, 1, false
[2019]: 211, 7.0, 1, 1, false
[2019]: 209, 38.0, 1, 1, false
[2019]: 203, 48.0, 1, 1, false
[2019]: 1462, 4.0, 1, 1, false
[2019]: 987, 7.0, 1, 1, false
[2019]: 985, 57.0, 1, 1, false
[2019]: 0, 0.0, 0, 0, true
[5843]: 526, 100.0, 1, 1, false
[5843]: 199, 78.0, 1, 1, false
[5843]: 201, 97.0, 1, 1, false
[5843]: 203, 75.0, 1, 1, false
[5843]: 205, 82.0, 1, 1, false
[5843]: 207, 62.0, 1, 1, false
[5843]: 209, 61.0, 1, 1, false
[5843]: 211, 62.0, 1, 1, false
[5843]: 213, 74.0, 1, 1, false
[5843]: 215, 56.0, 1, 1, false
[5843]: 2485, 56.0, 1, 1, false
[5843]: 217, 55.0, 1, 1, false
[5843]: 558, 1.0, 9, 9, false
[5843]: 555, 1.0, 6, 6, false
[5843]: 557, 1.0, 5, 5, false
[5843]: 995, 1.0, 5, 25, false
[5843]: 954, 89.0, 1, 1, false
[5843]: 1139, 76.0, 1, 1, false
[5843]: 313, 84.0, 1, 1, false
[5843]: 436, 91.0, 1, 1, false
[5843]: 1965, 98.0, 1, 1, false
[5843]: 946, 1.0, 1, 1, false
[2018]: 592, 100.0, 1, 1, false
[2018]: 1333, 58.0, 1, 1, false
[2018]: 1185, 58.0, 1, 1, false
[2018]: 4675, 49.0, 1, 1, false
[2018]: 830, 4.0, 5, 5, false
[2018]: 1727, 79.0, 1, 1, false
[2018]: 11074, 82.0, 1, 1, false
[2018]: 1677, 1.0, 1, 1, false
[2018]: 1639, 57.0, 1, 1, false
[2018]: 1673, 92.0, 1, 1, false
[2018]: 1654, 88.0, 1, 1, false
[2018]: 1635, 80.0, 1, 1, false
[2018]: 2566, 1.0, 1, 1, false
[2018]: 2552, 1.0, 1, 1, false
[2018]: 2568, 66.0, 1, 1, false
[2018]: 2550, 67.0, 1, 1, false
[2018]: 1641, 61.0, 1, 1, false
[2018]: 11072, 80.0, 1, 1, false
[2018]: 1656, 89.0, 1, 1, false
[2018]: 1637, 90.0, 1, 1, false
[2018]: 995, 63.0, 1, 1, false
[2018]: 1619, 39.0, 1, 1, false
[2018]: 1617, 61.0, 1, 1, false
[2018]: 405, 64.0, 1, 1, false
[2018]: 2357, 88.0, 1, 1, false
[2018]: 444, 83.0, 1, 1, false
[2018]: 970, 98.0, 1, 1, false
[2018]: 9032, 84.0, 1, 1, false
[2018]: 1939, 93.0, 1, 1, false
[2018]: 950, 97.0, 1, 1, false
[2018]: 2007, 95.0, 10, 10, false
[2018]: 207, 2.0, 1, 1, false
[2018]: 215, 5.0, 1, 1, false
[2018]: 211, 3.0, 1, 1, false
[2018]: 209, 40.0, 1, 1, false
[2018]: 203, 43.0, 1, 1, false
[2018]: 1462, 2.0, 1, 1, false
[2018]: 987, 7.0, 1, 1, false
[2018]: 985, 3.0, 1, 1, false
[2018]: 0, 0.0, 0, 0, true
[5842]: 526, 100.0, 1, 1, false
[5842]: 199, 91.0, 1, 1, false
[5842]: 201, 81.0, 1, 1, false
[5842]: 203, 83.0, 1, 1, false
[5842]: 205, 80.0, 1, 1, false
[5842]: 207, 58.0, 1, 1, false
[5842]: 209, 64.0, 1, 1, false
[5842]: 211, 62.0, 1, 1, false
[5842]: 213, 66.0, 1, 1, false
[5842]: 215, 67.0, 1, 1, false
[5842]: 2485, 68.0, 1, 1, false
[5842]: 217, 64.0, 1, 1, false
[5842]: 558, 1.0, 9, 9, false
[5842]: 555, 1.0, 6, 6, false
[5842]: 557, 1.0, 5, 5, false
[5842]: 995, 1.0, 5, 25, false
[5842]: 954, 95.0, 1, 1, false
[5842]: 1139, 83.0, 1, 1, false
[5842]: 313, 95.0, 1, 1, false
[5842]: 436, 75.0, 1, 1, false
[5842]: 1965, 86.0, 1, 1, false
[5842]: 946, 1.0, 1, 1, false
[5845]: 526, 100.0, 1, 1, false
[5845]: 199, 81.0, 1, 1, false
[5845]: 201, 79.0, 1, 1, false
[5845]: 203, 86.0, 1, 1, false
[5845]: 205, 80.0, 1, 1, false
[5845]: 207, 66.0, 1, 1, false
[5845]: 209, 73.0, 1, 1, false
[5845]: 211, 55.0, 1, 1, false
[5845]: 213, 65.0, 1, 1, false
[5845]: 215, 67.0, 1, 1, false
[5845]: 2485, 73.0, 1, 1, false
[5845]: 217, 68.0, 1, 1, false
[5845]: 558, 1.0, 9, 9, false
[5845]: 555, 1.0, 6, 6, false
[5845]: 557, 1.0, 5, 5, false
[5845]: 995, 1.0, 5, 25, false
[5845]: 954, 88.0, 1, 1, false
[5845]: 1139, 99.0, 1, 1, false
[5845]: 313, 94.0, 1, 1, false
[5845]: 436, 79.0, 1, 1, false
[5845]: 1965, 88.0, 1, 1, false
[5845]: 946, 1.0, 1, 1, false
[5844]: 526, 100.0, 1, 1, false
[5844]: 199, 90.0, 1, 1, false
[5844]: 201, 85.0, 1, 1, false
[5844]: 203, 93.0, 1, 1, false
[5844]: 205, 92.0, 1, 1, false
[5844]: 207, 61.0, 1, 1, false
[5844]: 209, 61.0, 1, 1, false
[5844]: 211, 69.0, 1, 1, false
[5844]: 213, 57.0, 1, 1, false
[5844]: 215, 66.0, 1, 1, false
[5844]: 2485, 69.0, 1, 1, false
[5844]: 217, 68.0, 1, 1, false
[5844]: 558, 1.0, 9, 9, false
[5844]: 555, 1.0, 6, 6, false
[5844]: 557, 1.0, 5, 5, false
[5844]: 995, 1.0, 5, 25, false
[5844]: 954, 88.0, 1, 1, false
[5844]: 1139, 85.0, 1, 1, false
[5844]: 313, 78.0, 1, 1, false
[5844]: 436, 77.0, 1, 1, false
[5844]: 1965, 85.0, 1, 1, false
[5844]: 946, 1.0, 1, 1, false
[5847]: 526, 100.0, 1, 1, false
[5847]: 199, 78.0, 1, 1, false
[5847]: 201, 76.0, 1, 1, false
[5847]: 203, 89.0, 1, 1, false
[5847]: 205, 79.0, 1, 1, false
[5847]: 207, 71.0, 1, 1, false
[5847]: 209, 59.0, 1, 1, false
[5847]: 211, 66.0, 1, 1, false
[5847]: 213, 69.0, 1, 1, false
[5847]: 215, 73.0, 1, 1, false
[5847]: 2485, 63.0, 1, 1, false
[5847]: 217, 61.0, 1, 1, false
[5847]: 558, 1.0, 9, 9, false
[5847]: 555, 1.0, 6, 6, false
[5847]: 557, 1.0, 5, 5, false
[5847]: 995, 1.0, 5, 25, false
[5847]: 954, 86.0, 1, 1, false
[5847]: 1139, 81.0, 1, 1, false
[5847]: 313, 94.0, 1, 1, false
[5847]: 436, 84.0, 1, 1, false
[5847]: 1965, 93.0, 1, 1, false
[5847]: 946, 1.0, 1, 1, false
[9607]: 526, 100.0, 1, 1, false
[9607]: 556, 83.0, 12, 12, false
[9607]: 558, 97.0, 33, 33, false
[9607]: 555, 82.0, 6, 6, false
[9607]: 557, 85.0, 6, 6, false
[9607]: 554, 76.0, 6, 6, false
[9607]: 1438, 89.0, 1, 1, false
[9607]: 1448, 90.0, 1, 1, false
[9607]: 1444, 45.0, 1, 1, false
[9607]: 1440, 62.0, 1, 1, false
[9607]: 1442, 64.0, 1, 1, false
[9607]: 1422, 76.0, 1, 1, false
[9607]: 841, 76.0, 1, 1, false
[9607]: 1389, 98.0, 1, 1, false
[9607]: 882, 82.0, 26, 26, false
[9607]: 1379, 86.0, 1, 1, false
[9607]: 1061, 82.0, 1, 1, false
[9607]: 1129, 90.0, 1, 1, false
[9607]: 1059, 93.0, 1, 1, false
[9607]: 1139, 88.0, 1, 1, false
[9607]: 1103, 99.0, 1, 1, false
[9607]: 1173, 96.0, 1, 1, false
[9607]: 1673, 83.0, 1, 1, false
[9607]: 1654, 86.0, 1, 1, false
[9607]: 1718, 92.0, 1, 1, false
[9607]: 1727, 74.0, 1, 1, false
[9607]: 1635, 56.0, 1, 1, false
[9607]: 1729, 61.0, 1, 1, false
[9607]: 436, 79.0, 1, 1, false
[9607]: 438, 98.0, 1, 1, false
[9607]: 2351, 66.0, 1, 1, false
[9607]: 2349, 74.0, 1, 1, false
[9607]: 995, 91.0, 200, 200, false
[9607]: 313, 95.0, 50, 50, false
[9607]: 1741, 99.0, 1, 1, false
[5846]: 526, 100.0, 1, 1, false
[5846]: 199, 86.0, 1, 1, false
[5846]: 201, 82.0, 1, 1, false
[5846]: 203, 87.0, 1, 1, false
[5846]: 205, 97.0, 1, 1, false
[5846]: 207, 71.0, 1, 1, false
[5846]: 209, 68.0, 1, 1, false
[5846]: 211, 67.0, 1, 1, false
[5846]: 213, 63.0, 1, 1, false
[5846]: 215, 65.0, 1, 1, false
[5846]: 2485, 59.0, 1, 1, false
[5846]: 217, 56.0, 1, 1, false
[5846]: 558, 1.0, 9, 9, false
[5846]: 555, 1.0, 6, 6, false
[5846]: 557, 1.0, 5, 5, false
[5846]: 995, 1.0, 5, 25, false
[5846]: 954, 94.0, 1, 1, false
[5846]: 1139, 94.0, 1, 1, false
[5846]: 313, 91.0, 1, 1, false
[5846]: 436, 91.0, 1, 1, false
[5846]: 1965, 93.0, 1, 1, false
[5846]: 946, 1.0, 1, 1, false
[5849]: 526, 100.0, 1, 1, false
[5849]: 199, 85.0, 1, 1, false
[5849]: 201, 90.0, 1, 1, false
[5849]: 203, 77.0, 1, 1, false
[5849]: 205, 92.0, 1, 1, false
[5849]: 207, 68.0, 1, 1, false
[5849]: 209, 58.0, 1, 1, false
[5849]: 211, 73.0, 1, 1, false
[5849]: 213, 67.0, 1, 1, false
[5849]: 215, 67.0, 1, 1, false
[5849]: 2485, 58.0, 1, 1, false
[5849]: 217, 62.0, 1, 1, false
[5849]: 558, 1.0, 9, 9, false
[5849]: 555, 1.0, 6, 6, false
[5849]: 557, 1.0, 5, 5, false
[5849]: 995, 1.0, 5, 25, false
[5849]: 954, 80.0, 1, 1, false
[5849]: 1139, 88.0, 1, 1, false
[5849]: 313, 81.0, 1, 1, false
[5849]: 436, 94.0, 1, 1, false
[5849]: 1965, 94.0, 1, 1, false
[5849]: 946, 1.0, 1, 1, false
[9609]: 526, 100.0, 1, 1, false
[9609]: 556, 99.0, 12, 12, false
[9609]: 558, 76.0, 33, 33, false
[9609]: 555, 80.0, 6, 6, false
[9609]: 557, 99.0, 6, 6, false
[9609]: 554, 91.0, 6, 6, false
[9609]: 1438, 80.0, 1, 1, false
[9609]: 1448, 97.0, 1, 1, false
[9609]: 1444, 38.0, 1, 1, false
[9609]: 1440, 71.0, 1, 1, false
[9609]: 1442, 55.0, 1, 1, false
[9609]: 1422, 79.0, 1, 1, false
[9609]: 841, 96.0, 1, 1, false
[9609]: 1389, 99.0, 1, 1, false
[9609]: 882, 99.0, 26, 26, false
[9609]: 1379, 93.0, 1, 1, false
[9609]: 1061, 95.0, 1, 1, false
[9609]: 1129, 77.0, 1, 1, false
[9609]: 1059, 89.0, 1, 1, false
[9609]: 1139, 77.0, 1, 1, false
[9609]: 1103, 90.0, 1, 1, false
[9609]: 1173, 97.0, 1, 1, false
[9609]: 1673, 90.0, 1, 1, false
[9609]: 1654, 89.0, 1, 1, false
[9609]: 1718, 94.0, 1, 1, false
[9609]: 1727, 59.0, 1, 1, false
[9609]: 1635, 68.0, 1, 1, false
[9609]: 1729, 65.0, 1, 1, false
[9609]: 436, 95.0, 1, 1, false
[9609]: 438, 93.0, 1, 1, false
[9609]: 2351, 73.0, 1, 1, false
[9609]: 2349, 60.0, 1, 1, false
[9609]: 995, 85.0, 200, 200, false
[9609]: 313, 82.0, 50, 50, false
[9609]: 1741, 90.0, 1, 1, false
[5848]: 526, 100.0, 1, 1, false
[5848]: 199, 94.0, 1, 1, false
[5848]: 201, 89.0, 1, 1, false
[5848]: 203, 95.0, 1, 1, false
[5848]: 205, 86.0, 1, 1, false
[5848]: 207, 62.0, 1, 1, false
[5848]: 209, 65.0, 1, 1, false
[5848]: 211, 72.0, 1, 1, false
[5848]: 213, 60.0, 1, 1, false
[5848]: 215, 64.0, 1, 1, false
[5848]: 2485, 74.0, 1, 1, false
[5848]: 217, 60.0, 1, 1, false
[5848]: 558, 1.0, 9, 9, false
[5848]: 555, 1.0, 6, 6, false
[5848]: 557, 1.0, 5, 5, false
[5848]: 995, 1.0, 5, 25, false
[5848]: 954, 86.0, 1, 1, false
[5848]: 1139, 85.0, 1, 1, false
[5848]: 313, 89.0, 1, 1, false
[5848]: 436, 98.0, 1, 1, false
[5848]: 1965, 76.0, 1, 1, false
[5848]: 946, 1.0, 1, 1, false
[9608]: 526, 100.0, 1, 1, false
[9608]: 556, 90.0, 12, 12, false
[9608]: 558, 76.0, 33, 33, false
[9608]: 555, 79.0, 6, 6, false
[9608]: 557, 75.0, 6, 6, false
[9608]: 554, 87.0, 6, 6, false
[9608]: 1438, 81.0, 1, 1, false
[9608]: 1448, 83.0, 1, 1, false
[9608]: 1444, 25.0, 1, 1, false
[9608]: 1440, 67.0, 1, 1, false
[9608]: 1442, 59.0, 1, 1, false
[9608]: 1422, 80.0, 1, 1, false
[9608]: 841, 98.0, 1, 1, false
[9608]: 1389, 75.0, 1, 1, false
[9608]: 882, 95.0, 26, 26, false
[9608]: 1379, 93.0, 1, 1, false
[9608]: 1061, 90.0, 1, 1, false
[9608]: 1129, 89.0, 1, 1, false
[9608]: 1059, 85.0, 1, 1, false
[9608]: 1139, 82.0, 1, 1, false
[9608]: 1103, 95.0, 1, 1, false
[9608]: 1173, 79.0, 1, 1, false
[9608]: 1673, 94.0, 1, 1, false
[9608]: 1654, 95.0, 1, 1, false
[9608]: 1718, 81.0, 1, 1, false
[9608]: 1727, 64.0, 1, 1, false
[9608]: 1635, 67.0, 1, 1, false
[9608]: 1729, 64.0, 1, 1, false
[9608]: 436, 90.0, 1, 1, false
[9608]: 438, 85.0, 1, 1, false
[9608]: 2351, 56.0, 1, 1, false
[9608]: 2349, 66.0, 1, 1, false
[9608]: 995, 79.0, 200, 200, false
[9608]: 313, 93.0, 50, 50, false
[9608]: 1741, 79.0, 1, 1, false
[5851]: 526, 100.0, 1, 1, false
[5851]: 199, 86.0, 1, 1, false
[5851]: 201, 94.0, 1, 1, false
[5851]: 203, 98.0, 1, 1, false
[5851]: 205, 83.0, 1, 1, false
[5851]: 207, 72.0, 1, 1, false
[5851]: 209, 66.0, 1, 1, false
[5851]: 211, 72.0, 1, 1, false
[5851]: 213, 62.0, 1, 1, false
[5851]: 215, 57.0, 1, 1, false
[5851]: 2485, 62.0, 1, 1, false
[5851]: 217, 62.0, 1, 1, false
[5851]: 558, 1.0, 9, 9, false
[5851]: 555, 1.0, 6, 6, false
[5851]: 557, 1.0, 5, 5, false
[5851]: 995, 1.0, 5, 25, false
[5851]: 954, 88.0, 1, 1, false
[5851]: 1139, 91.0, 1, 1, false
[5851]: 313, 79.0, 1, 1, false
[5851]: 436, 95.0, 1, 1, false
[5851]: 1965, 99.0, 1, 1, false
[5851]: 946, 1.0, 1, 1, false
[9611]: 526, 100.0, 1, 1, false
[9611]: 841, 75.0, 1, 1, false
[9611]: 1422, 83.0, 1, 1, false
[9611]: 1381, 48.0, 1, 1, false
[9611]: 1389, 77.0, 1, 1, false
[9611]: 1379, 73.0, 1, 1, false
[9611]: 556, 41.0, 1, 1, false
[9611]: 882, 83.0, 28, 28, false
[9611]: 554, 97.0, 6, 6, false
[9611]: 556, 60.0, 12, 12, false
[9611]: 555, 80.0, 6, 8, false
[9611]: 558, 1.0, 33, 33, false
[9611]: 557, 1.0, 6, 6, false
[9611]: 1103, 58.0, 1, 1, false
[9611]: 1173, 82.0, 1, 1, false
[9611]: 1139, 73.0, 1, 1, false
[9611]: 1727, 43.0, 1, 1, false
[9611]: 1673, 47.0, 1, 1, false
[9611]: 1718, 75.0, 1, 1, false
[9611]: 1635, 96.0, 1, 1, false
[9611]: 1654, 92.0, 1, 1, false
[9611]: 1129, 61.0, 1, 1, false
[9611]: 1167, 97.0, 1, 1, false
[9611]: 1061, 79.0, 1, 1, false
[9611]: 1059, 95.0, 1, 1, false
[9611]: 1729, 36.0, 1, 1, false
[9611]: 436, 70.0, 1, 1, false
[9611]: 438, 55.0, 2, 2, false
[9611]: 2351, 48.0, 1, 1, false
[9611]: 995, 97.0, 235, 400, false
[9611]: 1734, 86.0, 10, 42, false
[9611]: 314, 98.0, 10, 10, false
[9611]: 1741, 88.0, 1, 1, false
